OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
CEDEN,California State Water Resources Control Board,CEDEN-BHB-1A,BHB-1A,Other-Surface Water,,18060002,,,,,36.8945000000,-121.7910000000,,,,Unknown,WGS84,,,,,,,US,06,087,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BHB-1B,BHB-1B,Other-Surface Water,,18060002,,,,,36.8950000000,-121.7910000000,,,,Unknown,WGS84,,,,,,,US,06,087,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BHB-1C,BHB-1C,Other-Surface Water,,18060002,,,,,36.8950000000,-121.7910000000,,,,Unknown,WGS84,,,,,,,US,06,087,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BHB-2A,BHB-2A,Other-Surface Water,,18060002,,,,,36.8945000000,-121.7910000000,,,,Unknown,WGS84,,,,,,,US,06,087,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BHB-2B,BHB-2B,Other-Surface Water,,18060002,,,,,36.8950000000,-121.7910000000,,,,Unknown,WGS84,,,,,,,US,06,087,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BHB-2C,BHB-2C,Other-Surface Water,,18060002,,,,,36.8950000000,-121.7910000000,,,,Unknown,WGS84,,,,,,,US,06,087,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BHB-3A,BHB-3A,Other-Surface Water,,18060002,,,,,36.8945000000,-121.7910000000,,,,Unknown,WGS84,,,,,,,US,06,087,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BHB-3B,BHB-3B,Other-Surface Water,,18060002,,,,,36.8950000000,-121.7910000000,,,,Unknown,WGS84,,,,,,,US,06,087,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BHB-3C,BHB-3C,Other-Surface Water,,18060002,,,,,36.8950000000,-121.7910000000,,,,Unknown,WGS84,,,,,,,US,06,087,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BTQ-010,Levante St Bridge (s. side),River/Stream,Levante St Bridge (s. side),18070303,,,,,33.0781000000,-117.2670000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BTQ-020,Box Canyon Dam (downstream at bank),River/Stream,Box Canyon Dam (downstream at bank),18070303,,,,,33.0885000000,-117.2450000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Buellton_Industrial,"City of Buellton, Industrial",Other-Surface Water,,18060010,,,,,34.6086000000,-120.2030000000,,,,Unknown,NAD83,,,,,,,US,06,083,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BVC-015,"Bridge near driving range, w. bank",River/Stream,"Bridge near driving range, w. bank",18070303,,,,,33.1814000000,-117.3220000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BVC-020,Preserve Calavera restoration field,River/Stream,Preserve Calavera restoration field,18070303,,,,,33.1779000000,-117.3080000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-BVC-035,"Thunder Drive, West Side",River/Stream,"Thunder Drive, West Side",18070303,,,,,33.1811000000,-117.2880000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Carpinteria_Residential,"City of Carpinteria, Residential",Other-Surface Water,,18060013,,,,,34.4058000000,-119.5190000000,,,,Unknown,NAD83,,,,,,,US,06,083,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Carpinteria_Urban_Ag,"City of Carpinteria, Urban Agriculture",Other-Surface Water,,18060013,,,,,34.4066000000,-119.5180000000,,,,Unknown,NAD83,,,,,,,US,06,083,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CB043W,Central Bay (CB043W),Other-Surface Water,,18050002,,,,,37.9271000000,-122.4810000000,,,,GPS-Unspecified,NAD83,,,,,,,US,06,041,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CB047W,Central Bay (CB047W),Other-Surface Water,,18050002,,,,,37.8283000000,-122.4410000000,,,,GPS-Unspecified,NAD83,,,,,,,US,06,075,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CDR1_I,Camino Del Rio Filterra Unit 1 Inlet,Other-Surface Water,,18070301,,,,,33.4724000000,-117.6140000000,,,,Unknown,WGS84,,,,,,,US,06,059,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CDR1_O,Camino Del Rio Filterra Unit 1 Outlet,Other-Surface Water,,18070301,,,,,33.4724000000,-117.6140000000,,,,Unknown,WGS84,,,,,,,US,06,059,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CDR2_I,Camino Del Rio Filterra Unit 2 Inlet,Other-Surface Water,,18070301,,,,,33.4722000000,-117.6140000000,,,,Unknown,WGS84,,,,,,,US,06,059,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CDR2_O,Camino Del Rio Filterra Unit 2 Outlet,Other-Surface Water,,18070301,,,,,33.4722000000,-117.6140000000,,,,Unknown,WGS84,,,,,,,US,06,059,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CDR3_I,Camino Del Rio Filterra Unit 3 Inlet,Other-Surface Water,,18070301,,,,,33.4719000000,-117.6120000000,,,,Unknown,WGS84,,,,,,,US,06,059,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CDR3_O,Camino Del Rio Filterra Unit 3 Outlet,Other-Surface Water,,18070301,,,,,33.4719000000,-117.6120000000,,,,Unknown,WGS84,,,,,,,US,06,059,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Colusa_4,Willow Creek (DPR AG site),River/Stream,Willow Creek (DPR AG site),18020104,,,,,39.4064000000,-122.0810000000,,,,Unknown,WGS84,,,,,,,US,06,011,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Colusa_43,Stone Corral Creek (DPR AG site),River/Stream,Stone Corral Creek (DPR AG site),18020104,,,,,39.2751000000,-122.1040000000,,,,Unknown,WGS84,,,,,,,US,06,011,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Colusa_46,Colusa Basin Drain at County Line Road,River/Stream,,18020104,,,,,38.9245000000,-121.9140000000,,,,Unknown,WGS84,,,,,,,US,06,113,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CR-46R,Calaveras River receiving water CR-46R,River/Stream,"Calaveras River downstream of CR-46, West Pane Pump Station, at El Dorado Bridge",18040003,,,,,37.9906000000,-121.3040000000,,,,Unknown,UNKWN,,,,,,,US,06,077,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CR-46RPP,Calaveras River receiving water - Pathogen Plan CR-46RPP,River/Stream,Upstream receiving water at Duck Creek/Farmington Road Bridge,18040011,,,,,37.9935000000,-121.2890000000,,,,Unknown,UNKWN,,,,,,,US,06,077,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-CAR-072_GP,County_MS4-CAR-072_adjacent_green_pipe,Other-Surface Water,,18070303,,,,,33.1201000000,-117.2100000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-CAR-072O,County_MS4-CAR-072O_Carlsbad,Other-Surface Water,,18070303,,,,,33.1252000000,-117.2160000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-CAR-072_RW,County_MS4-CAR-072_Receiving_Water_Lake_San Marcos,Other-Surface Water,,18070303,,,,,33.1201000000,-117.2100000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SDG-085M,County_MS4-SDG-085M_San_Dieguito_River,Other-Surface Water,,18070304,,,,,33.0164000000,-117.1150000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SDG-115B,County_MS4-SDG-115B_San_Dieguito_River,Other-Surface Water,,18070304,,,,,33.0411000000,-117.1580000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SDR-041,County_MS4-SDR-041_San_Diego_River,Other-Surface Water,,18070304,,,,,32.8400000000,-116.9130000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SDR-127B,County_MS4-SDR-127B_San_Diego_River,Other-Surface Water,,18070304,,,,,32.8523000000,-116.8820000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SDR-203A,County_MS4-SDR-203A_San Diego River,Other-Surface Water,,18070304,,,,,32.8287000000,-116.8950000000,,,,Unknown,NAD83,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SDR-204A,County_MS4-SDR-204A_San Diego River,Other-Surface Water,,18070304,,,,,32.8287000000,-116.8950000000,,,,Unknown,NAD83,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SDR-207G,County_MS4-SDR-207G_San_Diego_River,Other-Surface Water,,18070304,,,,,32.8309000000,-116.8970000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SDR-207L,County_MS4-SDR-207L_San_Diego_River,Other-Surface Water,,18070304,,,,,32.8307000000,-116.9030000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SDR-207M,County_MS4-SDR-207M_San_Diego_River,Other-Surface Water,,18070304,,,,,32.8279000000,-116.9030000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SDR-554,County_MS4-SDR-554_San Diego River,Other-Surface Water,,18070304,,,,,32.8318000000,-116.9050000000,,,,Unknown,NAD83,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SDR-607,County_MS4-SDR-607_San_Diego_River,Other-Surface Water,,18070304,,,,,32.8319000000,-116.9010000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SDR-754,County_MS4-SDR-754_San_Diego_River,Other-Surface Water,,18070304,,,,,32.8499000000,-116.9200000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SLR-045,County_MS4-SLR-045_San_Luis_Rey_River,Other-Surface Water,,18070303,,,,,33.2332000000,-117.1440000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SLR-152A,County_MS4-SLR-152A_San_Luis_Rey_River,Other-Surface Water,,18070303,,,,,33.3261000000,-117.1470000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SLR-152H,County_MS4-SLR-152H_San_Luis_Rey_River,Other-Surface Water,,18070303,,,,,33.3266000000,-117.1480000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SLR-155F,County_MS4-SLR-152F_San_Luis_Rey_River,Other-Surface Water,,18070303,,,,,33.3231000000,-117.1490000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_MS4-SWT-055A,County_MS4-SWT-055A_Sweetwater,Other-Surface Water,,18070304,,,,,32.7505000000,-117.0130000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_RB17,County_Reference_Stream_RB17,Other-Surface Water,,18070302,,,,,33.4290000000,-117.1950000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_SDG23,County_Reference_Stream_SDG23,Other-Surface Water,,18070304,,,,,33.1308000000,-116.7960000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_SLR51,County_Reference_Stream_SLR51,Other-Surface Water,,18070303,,,,,33.3060000000,-116.8800000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CT_SLR52,County_Reference_Stream_SLR52,Other-Surface Water,,18070303,,,,,33.3144000000,-116.8710000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-CV_SS-3-1,SS-3-1,Other-Surface Water,In sidewalk on northwest side of H St.,18070304,,,,,32.6592000000,-116.9780000000,,,,Unknown,NAD83,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-DC-65R,Duck Creek receiving water DC-65R (wet weather only),River/Stream,"Duck Creek downstream of DC-65, at Duck Creek/Odell Ave Overcrossing",18040051,,,,,37.9152000000,-121.2720000000,,,,Unknown,UNKWN,,,,,,,US,06,077,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-EC_OF-6,El Cajon_OF-6_San Diego River,Other-Surface Water,,18070304,,,,,32.8034000000,-116.9400000000,,,,Unknown,NAD83,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-EDC-010,Santa Fe Rd. Overpass,River/Stream,Santa Fe Rd. Overpass,18070303,,,,,33.0339000000,-117.2360000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-EDC-020,El Camino del Norte Bridge,River/Stream,El Camino del Norte Bridge,18070303,,,,,33.0483000000,-117.2270000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-EDC-030,Elfin Forest Rd,River/Stream,Elfin Forest Rd,18070303,,,,,33.0718000000,-117.1640000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-EDC-040,Elfin Forest Reserve,River/Stream,Elfin Forest Reserve,18070303,,,,,33.0862000000,-117.1460000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-EDC-050,Country Club Dr,River/Stream,Country Club Dr,18070303,,,,,33.0991000000,-117.1310000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-EN_380SWOUTL,EN_380SWOUTL_Carlsbad,Other-Surface Water,EN_380SWOUTL_Carlsbad,18070303,,,,,33.0474000000,-117.2860000000,,,,GPS-Unspecified,NAD83,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-ES_HDG_102,Escondido_HDG_102_San Dieguito River,River/stream Effluent-Dominated,,18070304,,,,,33.0695000000,-117.0710000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Goleta_Commercial,"City of Goleta, Commercial",Other-Surface Water,,18060013,,,,,34.4416000000,-119.8340000000,,,,Unknown,NAD83,,,,,,,US,06,083,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Goleta_Industrial,"City of Goleta, Industrial",Other-Surface Water,,18060013,,,,,34.4272000000,-119.8250000000,,,,Unknown,NAD83,,,,,,,US,06,083,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Helix_AlpineRock,Helix_Water_District_AlpineRock,Other-Surface Water,,18070304,,,,,32.8321000000,-116.9060000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Helix_Lamar_Park,Helix_Water_District_Lamar_Park,Other-Surface Water,,18070304,,,,,32.7406000000,-117.0060000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Helix_Wendys,Helix_Water_District_Wendys,Other-Surface Water,,18070304,,,,,32.7526000000,-117.0100000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-HMS-Sea Water Comp,Hopkins Marine Station Sea Water Composite,BEACH Program Site-Ocean,"Monterey County, Hopkins Marine Station Sea Water Comp- Receiving Water",18060015,,,,,36.6197000000,-121.9030000000,,,,GPS-Unspecified,NAD83,0,m,,,Other,UNKWN,US,06,053,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-HST01,Brow Ditch to Rainbow Creek @ Huffstatler St.,River/Stream,Brow Ditch to Rainbow Creek @ Huffstatler St.,18070302,,,,,33.4153000000,-117.1520000000,,,,GPS-Unspecified,NAD83,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-HST02,Pipe discharging to Brow Ditch on Huffstatler St.,River/Stream,Pipe discharging to Brow Ditch on Huffstatler St.,18070302,,,,,33.4117000000,-117.1520000000,,,,GPS-Unspecified,NAD83,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-HST-RS-1,HST-RS-1,Other-Surface Water,grab sample of untreated influent,18050004,,,,,37.5974000000,-122.0220000000,,,,Unknown,WGS84,,,,,,,US,06,001,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-HST-RS-2,HST-RS-2,Other-Surface Water,grab sample of untreated influent,18050004,,,,,37.5996000000,-122.0190000000,,,,Unknown,WGS84,,,,,,,US,06,001,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-HWD_JCKINBOX,Helix_Water_District_Jack_in_the_Box,Other-Surface Water,,18070304,,,,,32.8451000000,-116.8830000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-IA-SS-03,IA-SS-03-Los Angeles Inner Harbor,Other-Surface Water,,18070106,,,,,33.7609000000,-118.2740000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-IA-SS-04,IA-SS-04-Los Angeles Inner Harbor,Other-Surface Water,,18070106,,,,,33.7516000000,-118.2670000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-IB-SS-13,IB-SS-13-Long Beach Inner Harbor,Other-Surface Water,,18070106,,,,,33.7578000000,-118.2150000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-IB-SS-14,IB-SS-14-Long Beach Inner Harbor,Other-Surface Water,,18070106,,,,,33.7491000000,-118.2400000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-IB-SS-15,IB-SS-15-Long Beach Inner Harbor,Other-Surface Water,,18070106,,,,,33.7426000000,-118.2010000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Lakeside_JIB,Lakeside_Water_District_Jack_in_the_Box,Other-Surface Water,,18070304,,,,,32.8562000000,-116.9290000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-Lakeside_Nazarene,Lakeside_Water_District_Nazarene,Other-Surface Water,,18070304,,,,,32.8527000000,-116.9190000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-LE-RW-21,LE-RW-21-Los Angeles River Estuary,Other-Surface Water,,18070106,,,,,33.7564000000,-118.1930000000,,,,Unknown,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-LE-SS-21,LE-SS-21-Los Angeles River Estuary,Other-Surface Water,,18070105,,,,,33.7590000000,-118.1960000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-LE-SS-22,LE-SS-22-Los Angeles River Estuary,Other-Surface Water,,18070105,,,,,33.7609000000,-118.2000000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,037,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-LG1,Lemon Grove Jurisdicitional Boundary,River/Stream,Lemon Grove Jurisdicitional Boundary,18070304,,,,,32.7271000000,-117.0700000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-LG_Site 69,Lemon Grove_Site 69_Pueblo San Diego,River/stream Effluent-Dominated,,18070304,,,,,32.7347000000,-117.0560000000,,,,GPS-Unspecified,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-LID-1,LID-1,Other-Surface Water,post-construction sample location,18050002,,,,,37.8979000000,-122.2440000000,,,,Unknown,WGS84,,,,,,,US,06,013,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-LM1,La Mesa Jurisdicitional Boundary,River/Stream,La Mesa Jurisdicitional Boundary,18070304,,,,,32.7546000000,-117.0490000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-LM_OF-ALV-12D,La Mesa_OF-ALV-12D_San Diego River,Other-Surface Water,,18070304,,,,,32.7817000000,-117.0130000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN-LM_OF-ALV-14,La Mesa_OF-ALV-14_San Diego River,Other-Surface Water,,18070304,,,,,32.7760000000,-117.0140000000,,,,Unknown,WGS84,,,,,,,US,06,073,,,,,,,,,STORET
